SampleID	observed_otus	faith_pd	shannon	pielou_e	ExpShannon	Description
Mantella.aurantiaca.10.030.1267666	181	45.53667999	3.612115194	0.481625256	37.04432593	NA
Mantella.aurantiaca.2.022.1267658	320	50.86563824	5.903961469	0.709446345	366.4864206	NA
Mantella.aurantiaca.2.031.1267643	169	34.87330833	4.666346704	0.630512461	106.3086551	NA
Kuba.37	41	12.5023758	3.295187045	0.615054607	26.98246054	NA
Kuba.38	15	6.513984588	0.428557359	0.109692695	1.535041411	NA
Kuba.39	69	14.5912076	4.172171656	0.683008096	64.85614453	NA
Kuba.40	423	66.16367328	5.73988072	0.657902643	311.0273094	NA
Kuba.41	26	8.34643085	2.980937835	0.63418276	19.70628923	NA
Kuba.42	27	8.688760975	3.097444935	0.65142339	22.14130646	NA
mck88Pre.1Osse.2.452819	52	12.84937217	2.92569536	0.513240295	18.64718805	NA
mck89Pre.1Osse.3.452747	44	10.59734155	3.392951298	0.621484348	29.75363467	NA
mck90Pre.1Osse.4.453179	38	10.53819838	3.384041335	0.644833856	29.4897084	NA
mck91Pre.1Osse.5.452728	51	16.69253559	3.712424634	0.654468664	40.95298224	NA
mck92Pre.1Osse.6.452649	43	12.5648269	3.924214155	0.723188848	50.61328823	NA
mck93Pre.1Osse.7.451862	46	13.56506436	3.973193533	0.719317275	53.15400917	NA
mck94Pre.1Osse.8.451801	42	18.15247444	3.576617884	0.663280294	35.7524173	NA
mck95Pre.1Osse.9.451177	NA	NA	NA	NA	NA	NA
mck96Pre.1Osse.10.451332	48	14.19620516	2.919181062	0.522685884	18.52610951	NA
AL.Exp.P10D0	339	50.27015827	7.437296563	0.884850849	1698.153161	NA
AL.Exp.P12D28	184	34.19841052	6.490629928	0.862707048	658.9383159	NA
AL.Exp.P11D0	624	85.48059459	7.565577957	0.814781932	1930.584252	NA
AL.Exp.P17D28	171	31.76372429	5.89903077	0.795247783	364.6838339	NA
AL.Exp.P12D0	54	19.79835996	2.436579283	0.423393034	11.43386176	NA
AL.Exp.P18D28	NA	NA	NA	NA	NA	NA
AL.Exp.P13D0	497	70.13032308	7.596598352	0.848108944	1991.410283	NA
AL.Exp.P19D28	512	76.91287704	7.436654903	0.826294989	1697.063872	NA
AL.Exp.P14D0	357	49.27039701	7.711462749	0.909394172	2233.807368	NA
AL.Exp.P20D28	199	36.44249604	6.724511885	0.880560748	832.5654899	NA
AL.Exp.P15D0	288	49.59808247	7.502513296	0.918308711	1812.592275	NA
AL.Exp.P2D28	135	32.69015401	6.41833725	0.906952734	612.9830289	NA
AL.Exp.P16D0	184	37.92892344	3.31741807	0.440937164	27.58902559	NA
AL.Exp.P3D28	116	26.52031639	5.64599711	0.823273951	283.1557529	NA
AL.Exp.P17D0	431	58.32196366	7.914648211	0.904371635	2737.083486	NA
AL.Exp.P5D28	NA	NA	NA	NA	NA	NA
AL.Exp.P18D0	446	61.26403653	7.914098654	0.899237435	2735.579716	NA
AL.Exp.P8D28	NA	NA	NA	NA	NA	NA
AL.Exp.P19D0	337	50.49535514	7.236702132	0.861860516	1389.504005	NA
AL.Exp.P10D28	70	17.19731649	2.57800347	0.42060441	13.17081596	NA
AL.Exp.P1D0	352	58.68636149	6.534367232	0.772435729	688.39805	NA
AL.Exp.P20D0	422	60.17399687	7.931513904	0.909462641	2783.637777	NA
AL.Exp.P11D28	58	17.74670801	2.550066077	0.435314843	12.80795007	NA
AL.Exp.P2D0	466	66.51584492	8.053970724	0.90859675	3146.263144	NA
AL.Exp.P13D28	57	15.47829726	3.089033975	0.529588929	21.95585782	NA
AL.Exp.P3D0	570	73.23942527	8.188259507	0.894420775	3598.453711	NA
AL.Exp.P14D28	60	15.79574715	1.947973814	0.329779904	7.014460574	NA
AL.Exp.P4D0	501	71.75145702	7.785231935	0.868047851	2404.823845	NA
AL.Exp.P15D28	45	14.641303	1.799044351	0.327584209	6.043868885	NA
AL.Exp.P5D0	623	82.47750739	8.075617768	0.869927923	3215.112948	NA
AL.Exp.P16D28	NA	NA	NA	NA	NA	NA
AL.Exp.P6D0	NA	NA	NA	NA	NA	NA
AL.Exp.P4D28	48	15.734096	2.068721196	0.370409147	7.914695301	NA
AL.Exp.P7D0	387	58.19475323	7.450122617	0.86667731	1720.074043	NA
AL.Exp.P8D0	345	53.85716287	7.699313864	0.913274088	2206.833285	NA
AL.Exp.P6D28	70	18.23259833	4.831871717	0.788325764	125.4455396	NA
AL.Exp.P9D0	323	51.0008234	7.59890077	0.91164306	1996.000625	NA
AL.Exp.P9D28	68	26.59023056	4.123787855	0.677423085	61.79286192	NA
Strbuf16F	690	101.2930337	8.140075971	0.863169177	3429.178375	NA
Strbuf17FR	739	106.7881501	7.691199005	0.807099539	2188.997608	NA
Strbuf18F	996	113.0071754	9.176297232	0.921314804	9665.298076	NA
Strbuf19FR	784	103.0189146	8.509563607	0.885056725	4961.997237	NA
Strbuf20F	638	93.94252981	6.82891474	0.732919644	924.1872846	NA
Strbuf21FR	452	75.36187488	5.900235939	0.668947418	365.1236046	NA
Strbuf22F	562	82.05998189	7.159057765	0.783744651	1285.698931	NA
Strbuf23F	702	104.0028859	8.26538676	0.874151319	3886.976012	NA
Strbuf24FR	337	54.44387259	2.973199157	0.354095403	19.55437716	NA
Strbuf25F	558	82.85658222	6.237838753	0.683664601	511.7512939	NA
ZA37.Strabomantis.bufoniformis.Atlanta.Zoo.captive	186	31.16091645	5.491125349	0.728347218	242.5299843	NA
ZA72.Strabomantis.bufoniformis.Atlanta.Zoo.captive	162	29.64824899	5.055130028	0.688723888	156.8249207	NA
ZA81.Strabomantis.bufoniformis.Atlanta.Zoo.captive	136	24.34449592	4.798610067	0.677056117	121.3416435	NA
ZA97.Strabomantis.bufoniformis.Atlanta.Zoo.captive	179	34.70257161	5.17813592	0.691911195	177.3519045	NA
Lab.L.l..1	25	10.01908476	2.154310355	0.463905484	8.621942049	Illumina.MiSeq
Lab.L.l..2	37	12.52632993	2.819130147	0.541156615	16.76226362	Illumina.MiSeq
Lab.L.l..3	95	21.26974693	5.142169406	0.782691388	171.0865221	Illumina.MiSeq
Lab.L.l..4	44	13.63849311	3.393509756	0.62158664	29.77025547	Illumina.MiSeq
PL.L.l..1	24	8.653245593	2.214527015	0.482997847	9.157076925	Illumina.MiSeq
PL.L.l..10	44	17.30747946	1.51401042	0.277320155	4.54492134	Illumina.MiSeq
PL.L.l..2	95	22.26782566	3.609435388	0.549393412	36.94518722	Illumina.MiSeq
PL.L.l..3	31	11.54938453	2.990913924	0.603713244	19.9038648	Illumina.MiSeq
PL.L.l..4	121	29.03067312	3.965002085	0.57307132	52.72037932	Illumina.MiSeq
PL.L.l..5	107	25.91939567	4.160102298	0.617091548	64.07807733	Illumina.MiSeq
PL.L.l..6	81	20.92291341	3.738949742	0.58975366	42.05379964	Illumina.MiSeq
PL.L.l..7	59	17.40334339	3.010532898	0.511765353	20.29821392	Illumina.MiSeq
PL.L.l..8	83	20.84046647	3.291290309	0.516277639	26.87752159	Illumina.MiSeq
PL.L.l..9	49	15.93941828	2.601656001	0.463364283	13.48605247	Illumina.MiSeq
Japan2015-83	NA	NA	NA	NA	NA	NA
MVB2015-2618	82	20.36438277	4.455009486	0.700742909	86.05696718	NA
MVB2015-2619	109	23.00682777	4.409984188	0.651575663	82.26816271	NA
MVB2015-2620	92	20.55787687	4.42736752	0.678673331	83.71075973	NA
MVB2015-2621	159	31.07173616	5.063038081	0.692345018	158.0700171	NA
MVB2015-2622	121	24.66823749	4.927827148	0.712230749	138.0791606	NA
MVB2015-2623	98	18.2714804	4.349550453	0.657557256	77.44364056	NA
MVB2015-2624	85	20.19471285	3.584706481	0.559289723	36.04277692	NA
MVB2015-724	143	29.19234341	4.993857375	0.697478647	147.504307	NA
MVB2015-727	108	24.9190667	4.359118122	0.645328012	78.18815158	NA
MVB2015-730	115	25.13520853	4.349551911	0.635389414	77.44375349	NA
MVB2015-747	108	24.65937388	3.847000896	0.569513688	46.8523373	NA
MVB2015-750	202	41.03749546	5.553014043	0.725105863	258.0140505	NA
MVB2015-753	NA	NA	NA	NA	NA	NA
MVB2015-756	141	28.49753166	5.492341049	0.76928378	242.8250072	NA
MVB2015-760	166	33.18706619	5.38437379	0.730080678	217.9735641	NA
MVB2015-763	177	34.14708713	6.396066028	0.856508286	599.4820473	NA
MVB2015-766	193	34.50167498	5.160242418	0.679653819	174.2066814	NA
MVB2015-769	122	24.55108869	4.17309977	0.602114835	64.91636638	NA
MVB2015-772	NA	NA	NA	NA	NA	NA
MVB2015-775	129	29.14857741	2.598732517	0.370653014	13.44668378	NA
MVB2015-778	138	28.14601767	4.167724915	0.586299582	64.56838632	NA
MVB2015-781	228	48.42605831	5.675509505	0.724574135	291.636891	NA
MVB2015-784	120	25.64879842	4.347745412	0.629479409	77.30397767	NA
MVB2015-787	156	31.47878551	4.541743775	0.623403299	93.85431829	NA
MVB2015-793	128	30.48680274	5.151027493	0.73586107	172.6087535	NA
MVB2015-795	134	28.7492085	5.104012629	0.722324965	164.6813886	NA
MVB2015-920	202	42.93468203	6.316847977	0.824846375	553.8245708	NA
MVB2015-922	154	31.67157657	5.093415121	0.700917124	162.9453912	NA
MVB2015-924	165	32.78214188	5.717912571	0.776223522	304.2691193	NA
MVB2015-926	158	31.21124606	5.448787653	0.746022894	232.4761533	NA
MVB2015-928	156	31.86458141	5.134150327	0.704717485	169.720052	NA
MVB2015-931	NA	NA	NA	NA	NA	NA
MVB2015-934	139	31.46385646	4.73668152	0.665363215	114.0550834	NA
MVB2015-936	178	36.07536184	5.766955686	0.771423398	319.5633989	NA
MVB2015-939	NA	NA	NA	NA	NA	NA
MVB2015-941	119	24.59301613	4.76590112	0.691229454	117.4368943	NA
MVB2015-945	164	35.02270053	4.582466459	0.622824882	97.75520634	NA
MVB2015-948	159	33.71962902	5.690282139	0.778117491	295.9771156	NA
MVB2015-950	65	17.87153711	3.272445312	0.543381841	26.3757575	NA
MVB2015-967	NA	NA	NA	NA	NA	NA
MVB2015-969	154	31.90000187	4.447917274	0.61208861	85.44879212	NA
MVB2015-971	127	29.98380631	4.968390305	0.710919226	143.7952346	NA
MVB2015-973	115	24.55449347	4.180962021	0.610761536	65.42876677	NA
MVB2015-976	149	32.53673927	4.84253651	0.670788678	126.7905497	NA
MVB2015-2526	101	27.19666761	3.205854628	0.481488856	24.67658031	NA
MVB2015-2529	114	23.73935112	4.079847334	0.597089566	59.13644107	NA
MVB2015-2532	121	28.54080709	4.341231992	0.627448736	76.80210066	NA
MVB2015-2535	169	34.93704179	4.995018051	0.67492223	147.6756111	NA
MVB2015-2538	148	31.87685392	4.695362911	0.65127863	109.4385178	NA
MVB2015-2541	127	25.82446215	4.7269534	0.676372395	112.9509214	NA
MVB2015-2544	165	34.06530545	4.781076951	0.649045319	119.2326887	NA
MVB2015-2547	138	31.07712774	4.528072999	0.63699197	92.57998736	NA
MVB2015-2551	135	31.93113272	4.770657618	0.674124902	117.9968133	NA
MVB2015-2555	163	34.2147461	5.436300131	0.739760679	229.5911528	NA
MVB2015-2558	214	44.32185936	5.841044495	0.754513906	344.1386041	NA
MVB2015-2562	128	28.03880408	4.512933795	0.644704828	91.18895615	NA
MVB2015-2567	173	35.75779225	5.287477958	0.711196014	197.8438251	NA
MVB2015-2572	190	39.91281946	5.521389255	0.729391621	249.982085	NA
MVB2015-2576	164	32.93798312	5.364857596	0.729163395	213.7607922	NA
MVB2015-2580	127	24.89649499	4.944973123	0.707568497	140.4670755	NA
MVB2015-2584	168	32.6886435	5.126509458	0.693491522	168.4281852	NA
MVB2015-2589	178	38.10183273	5.430286667	0.726388483	228.2146576	NA
MVB2015-2593	182	37.55998854	5.233753147	0.697109257	187.4951815	NA
MVB2015-2596	160	34.90115976	5.256676185	0.717936057	191.8427805	NA
MVB2015-2615	82	18.50726627	4.309933703	0.677923468	74.43555395	NA
MVB2015-873	137	30.08308606	5.368792045	0.75637754	214.6034797	NA
MVB2015-874	NA	NA	NA	NA	NA	NA
MVB2015-875	NA	NA	NA	NA	NA	NA
MVB2015-876	96	25.12960251	4.401952438	0.668485574	81.61005181	NA
MVB2015-877	NA	NA	NA	NA	NA	NA
MVB2015-878	90	21.61492176	4.538369795	0.699086952	93.53818934	NA
MVB2015-880	139	30.29771469	5.240677031	0.736159631	188.7978812	NA
MVB2015-881	79	21.44596075	4.602890099	0.730179282	99.77225104	NA
MVB2015-882	85	21.10804575	4.475906978	0.698335774	87.87426432	NA
MVB2015-883	165	35.30154032	6.054314394	0.821891063	425.9467737	NA
MVB2015-893	119	23.53802981	4.96148199	0.719595812	142.8052752	NA
MVB2015-896	143	30.15647094	5.967823618	0.833509897	390.6545314	NA
MVB2015-899	156	32.16296114	6.02147156	0.82651189	412.1847041	NA
OSF.F098	32	10.34091951	2.520189238	0.504037848	12.43094885	Illumina.MiSeq
OSF.F099	15	10.00777297	1.460713509	0.373881345	4.309032965	Illumina.MiSeq
OSF.F102	30	10.98395885	2.395606292	0.488212697	10.97485001	Illumina.MiSeq
OSF.F103	NA	NA	NA	NA	NA	Illumina.MiSeq
OSF.F104	9	7.140354016	1.21721155	0.383987492	3.377755885	Illumina.MiSeq
OSF.F105	17	8.504532393	1.413232039	0.345747985	4.109215109	Illumina.MiSeq
OSF.F110	25	10.92330793	1.824291217	0.392839731	6.198400144	Illumina.MiSeq
OSF.F111	36	14.14790488	2.305007993	0.445849406	10.02425838	Illumina.MiSeq
OSF.F115	NA	NA	NA	NA	NA	Illumina.MiSeq
OSF.F117	NA	NA	NA	NA	NA	Illumina.MiSeq
OSF.F120	NA	NA	NA	NA	NA	Illumina.MiSeq
OSF.F122	NA	NA	NA	NA	NA	Illumina.MiSeq
OSF.F123	NA	NA	NA	NA	NA	Illumina.MiSeq
OSF.F124	38	13.41289713	3.302866841	0.629365942	27.19047807	Illumina.MiSeq
OSF.F125	11	8.280073159	1.353517864	0.391254406	3.871019326	Illumina.MiSeq
OSF.F126	77	20.25706475	3.604273244	0.575138984	36.75496227	Illumina.MiSeq
OSF.F127	23	9.876726558	2.339600783	0.517203214	10.37709303	Illumina.MiSeq
OSF.F128	40	12.92432592	2.36022286	0.443490182	10.59331202	Illumina.MiSeq
OSF.F129	30	11.48029291	1.732880201	0.353152402	5.656923546	Illumina.MiSeq
OSF.F133	27	10.84176631	2.167257559	0.455795759	8.734297873	Illumina.MiSeq
OSF.F134	48	15.12428991	2.866677187	0.513284948	17.57851095	Illumina.MiSeq
OSF.F135	45	17.41785677	3.038262803	0.553230895	20.86895823	Illumina.MiSeq
OSF.F137	27	11.15176911	1.806325832	0.379888237	6.088037814	Illumina.MiSeq
OSF.F139	17	9.700241905	1.475982302	0.36109987	4.375331561	Illumina.MiSeq
OSF.F140	13	7.567704693	1.569448968	0.424124992	4.804000305	Illumina.MiSeq
OSF.F141	44	13.65905196	2.856650336	0.523250502	17.40313454	Illumina.MiSeq
OSF.F142	109	26.16725195	5.367256029	0.793012686	214.2740984	Illumina.MiSeq
OSF.F143	39	13.64228473	2.675418469	0.506190136	14.51842408	Illumina.MiSeq
OSF.F145	NA	NA	NA	NA	NA	Illumina.MiSeq
OSF.F146	46	14.49534177	2.583432458	0.467711321	13.24251461	Illumina.MiSeq
OSF.F148	NA	NA	NA	NA	NA	Illumina.MiSeq
OSF.F304	28	11.03414294	2.215577719	0.460872508	9.166703361	Illumina.MiSeq
OSF.F307	23	8.648061379	2.400194875	0.530598431	11.02532473	Illumina.MiSeq
OSF.F317	28	9.136091524	2.013601111	0.418858425	7.490242029	Illumina.MiSeq
OSF.F318	26	10.46230287	2.827392124	0.601516516	16.90132674	Illumina.MiSeq
OSF.F320	28	9.131019006	1.959334721	0.407570224	7.0946056	Illumina.MiSeq
OSF.F321	40	12.5956819	2.474710014	0.465002527	11.87826209	Illumina.MiSeq
OSF.F323	46	14.51761667	2.806100386	0.508023701	16.54527207	Illumina.MiSeq
OSF.F330	40	12.33188021	2.610285249	0.490477361	13.60293052	Illumina.MiSeq
OSF.F332	561	79.74359748	8.298650626	0.90875828	4018.446346	Illumina.MiSeq
OSF.F334	53	14.66211067	2.979885205	0.52023858	19.68555671	Illumina.MiSeq
OSF.F337	47	14.21592186	3.259549893	0.586821092	26.0378147	Illumina.MiSeq
OSF.F338	NA	NA	NA	NA	NA	Illumina.MiSeq
OSF.F339	18	9.38949565	2.506366109	0.601057839	12.26029643	Illumina.MiSeq
OSF.F341	50	11.65446487	2.81294151	0.498407723	16.6588484	Illumina.MiSeq
OSF.F343	NA	NA	NA	NA	NA	Illumina.MiSeq
OSF.F348	40	15.34101515	1.934539495	0.363503501	6.920856232	Illumina.MiSeq
OSF.F349	59	13.08118734	3.738451183	0.635505359	42.03283855	Illumina.MiSeq
